college_name,state,stream,affiliation,website,placement_officer_name,placement_email,placement_phone,backup_emails_found,backup_phones_found,fallback_contact_email,fallback_contact_phone,confidence_score,source_urls,email_verified,last_scraped,status,outreach_status
Sri Venkateswara University College of Engineering,Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",https://www.svuce.edu.in,,principal@svuce.edu.in,,"principal_svuce2003@yahoo.co.in, principal_svuce2003@yahoo.co.in",,principal@svuce.edu.in,+91-8772289561,0,,0,,Needs Follow-up,New
"Sri Vidya Vinayaka Institute of Technology, Bangalore",Karnataka,Engineering,VTU,https://saividya.ac.in/placement,,placement@saividya.ac.in,,"placement.assessmentcell@saividya.ac.in, internship@saividya.ac.in, head-iir@saividya.ac.in","+91-9738541844, +91-7019596474, +91-9916137105, +91-8779951800, +91-8892202185, +91-9632183520, +91-9620792414, +91-8028468191, +91-9108575191, +91-9364912981",placement@saividya.ac.in,+91-9108015199,0,,0,,Needs Follow-up,New
"Srinivas Institute of Technology, Mangalore",Karnataka,Engineering,VTU,https://www.sitmng.ac.in/SIT/Placement/Top-Placements.html,,principalsit@srinivasgroup.com,,,+91-6366410494,principalsit@srinivasgroup.com,+91-9448597543,0,,0,,Needs Follow-up,New
Srinivas University,Karnataka,BCA,Bangalore University,https://www.srinivasgroup.com/Careers.html,,admission@srinivasgroup.com,,"drajay@srinivasgroup.com, job@srinivasgroup.com","+91-8242412382, +91-8242425966",admission@srinivasgroup.com,+91-7026436197,0,,0,,Needs Follow-up,New
Srinivasa Ramanujan Institute of Technology,Andhra Pradesh,Engineering,JNTU,https://www.srit.ac.in/training-placement-team-members/,,hr@srit.ac.in,,"balucy@srit.ac.in, tpo@srit.ac.in, alumni@srit.ac.in, iiicell@srit.ac.in, atpo@srit.ac.in, swathi.civ@srit.ac.in, sathishkumar.eee@srit.ac.in, sreekanthreddy.ece@srit.ac.in, kondanna.cse@srit.ac.in, rajeshbabud.cse@srit.ac.in, prabhakar.hs@srit.ac.in, clerk.tpcell@srit.ac.in, balucy@srit.ac.in, tpo@srit.ac.in, alumni@srit.ac.in, iiicell@srit.ac.in, atpo@srit.ac.in, swathi.civ@srit.ac.in, sathishkumar.eee@srit.ac.in, sreekanthreddy.ece@srit.ac.in, kondanna.cse@srit.ac.in, rajeshbabud.cse@srit.ac.in, prabhakar.hs@srit.ac.in, clerk.tpcell@srit.ac.in","+91-9900944775, +91-9515811111, +91-9791265918, +91-9848169943, +91-8328220829, +91-8074669931, +91-8309918031, +91-9963917078, +91-9985502062, +91-9966982288, +91-9441553074, +91-9398023404",hr@srit.ac.in,+91-9515611111,0,,0,,Needs Follow-up,New
"St Hopkins College, Bangalore",Karnataka,BCA,Bangalore University,https://www.hopkinscollege.com,,admissions@hopkinscollege.com,,,,admissions@hopkinscollege.com,+91-8022113435,0,,0,,Needs Follow-up,New
St. Aloysius College Magaluru,Karnataka,BCA,,https://staloysius.edu.in/,,,,,+91-7975277782,,+91-8244117701,100,"https://staloysius.edu.in/placements, https://staloysius.edu.in/career-professional-development, https://staloysius.edu.in/, https://staloysius.edu.in/agnipath-yojana, https://staloysius.edu.in/aqar, https://staloysius.edu.in/admission-faqs, https://staloysius.edu.in/aloysiancreche, https://staloysius.edu.in/sense-2025",0,2026-08-02T13:36:04+00:00,Needs Follow-up,New
St. Anns College of Engineering and Technology,Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",https://sacet.ac.in/2021/07/28/mind-tree-technology-placements/,,sacetchirala@gmail.com,,,"+91-8594247300, +91-9848510999, +91-9885379417",sacetchirala@gmail.com,+91-8594247500,0,,0,,Needs Follow-up,New
"St. Claret College, Autonomous",Karnataka,BCA,Bangalore University,https://www.claretcollege.edu.in/,,admissions@claretcollege.edu.in,,"scc@claretcollege.edu.in, placement@claretcollege.edu.in","+91-6361718834, +91-9019551552",admissions@claretcollege.edu.in,+91-8023454755,0,,0,,Needs Follow-up,New
St. Francis de Sales College,Karnataka,BCA,Bangalore University,https://www.sfscollege.in/,,admission@sfscollege.in,,,,admission@sfscollege.in,+91-9632415082,0,,0,,Needs Follow-up,New
"St. Joseph Engineering College, Mangalore",Karnataka,Engineering,VTU,https://sjec.ac.in/,,,,sjec@sjec.ac.in,"+91-9972932972, +91-8242263753, +91-9972695974, +91-8242868100",admissions@sjec.ac.in,+91-9972695972,0,,0,,Needs Follow-up,New
St. Joseph's College of Engineering,Tamil Nadu,Engineering,Anna University,https://stjosephs.ac.in/index.html,,jprstjosephs@stjosephs.ac.in,,,,jprstjosephs@stjosephs.ac.in,,0,,0,,Needs Follow-up,New
St. Philomena's College,Karnataka,BCA,University of Mysore,https://www.stphilos.ac.in/,,stphilos1946@gmail.com,,,"+91-7022371285, +91-9008580707",stphilos1946@gmail.com,+91-6364118983,0,,0,,Needs Follow-up,New
St.Anne College of Engineering and Technology,Tamil Nadu,Engineering,Anna University,https://www.stannescet.ac.in/placement-team,,contact@stannescet.ac.in,,"stannescet@gmail.com, placement@stannescet.ac.in, stannescet@gmail.com, placement@stannescet.ac.in",,contact@stannescet.ac.in,,0,,0,,Needs Follow-up,New
St.Mother Theresa Engineering College,Tamil Nadu,Engineering,Anna University,https://mtec.ac.in/news/placement,,principal@mtec.ac.in,,,+91-9942978599,principal@mtec.ac.in,+91-9443201279,0,,0,,Needs Follow-up,New
Stanley College of Engineering and Technology for Women,Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",https://www.stanley.edu.in/post/the-training-and-placement-cell-in-collaboration-with-talentio-successfully-organized-algo-showdow,,hr@stanley.edu.in,,,,hr@stanley.edu.in,+91-4023234880,0,,0,,Needs Follow-up,New
"Surana College, Bengaluru Urban",Karnataka,BCA,,https://www.suranainstitutions.edu.in/,,,,,+91-8026630300,,+91-8026630300,100,"https://www.suranainstitutions.edu.in/placements.aspx, https://www.suranainstitutions.edu.in/how-to-achieve-academic-success-and-career-goals, https://www.suranainstitutions.edu.in/contact.aspx, https://www.suranainstitutions.edu.in/about-college, https://www.suranainstitutions.edu.in/, https://www.suranainstitutions.edu.in/promoting-digital-wellness-a-comprehensive-guide-for-students, https://www.suranainstitutions.edu.in/news-post/bsc-botany-students-visited-kalkere-arboretum-near-bannerghatta, https://www.suranainstitutions.edu.in/post-graduation",0,2026-08-02T13:38:51+00:00,Needs Follow-up,New
"T - National Institute of Food Technology, Entrepreneurship and Management, Thanjavur",Tamil Nadu,Engineering,,https://niftem.ac.in/,,,,,,,,65,,0,2026-08-02T11:19:57+00:00,Failed,New
THE NATIONAL INSTITUTE OF ENGINEERING,Karnataka,Engineering,,https://www.nationalgeographic.com/,,,,,,,,70,"https://www.nationalgeographic.com/adventure, https://www.nationalgeographic.com/tv/, https://www.nationalgeographic.com/travel/, https://www.nationalgeographic.com/travel, https://www.nationalgeographic.com/animals, https://www.nationalgeographic.com/newsletters/signup?gblftr, https://www.nationalgeographic.com/history",0,2026-08-03T05:55:07+00:00,Failed,New
TKR College of Engineering and Technology,Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",http://www.tkrcet.ac.in,,csm@tkrcet.com,,"dr.gravi@tkrcet.com, davidikavitha@tkrcet.com, mbahod@tkrcet.com, dr.k.ramakrishna@tkrcet.com, eee@tkrcet.com, ece@tkrcet.com, cse@tkrcet.com, tkrcet@rediffmail.com, dr.gravi@tkrcet.com, davidikavitha@tkrcet.com, mbahod@tkrcet.com, dr.k.ramakrishna@tkrcet.com, eee@tkrcet.com, ece@tkrcet.com, cse@tkrcet.com, tkrcet@rediffmail.com",,csm@tkrcet.com,+91-9949665436,0,,0,,Needs Follow-up,New
Thangavelu Engineering College,Tamil Nadu,Engineering,Anna University,https://www.thangavelu.edu.in/,,admin@thangavelu.edu.in,,,+91-9597771616,admin@thangavelu.edu.in,+91-9842674222,0,,0,,Needs Follow-up,New
The Dalai Lama Institute for Higher Education,Karnataka,BCA,University of Mysore,http://dalailamainstitute.edu.in/,,secretary@dalailamainstitute.edu.in,,,,secretary@dalailamainstitute.edu.in,+91-9611043855,0,,0,,Needs Follow-up,New
The National Degree College,Karnataka,BCA,Bangalore University,https://nationalpujayanagar.edu.in,,ncpuj62@gmail.com,,j62@gmail.com,+91-8026533541,ncpuj62@gmail.com,+91-7795901022,0,,0,,Needs Follow-up,New
"The National Institute of Engineering South Campus, Mysore",Karnataka,Engineering,,https://nie.ac.in/,,placement@nie.ac.in,+91-8214004900,"officer+91-8722266622placement@nie.ac.innorth, 821-4004919placement@nie.ac.innational, placement@nie.ac.inexamination, admission@nie.ac.in, principal@nie.ac.in, admission@nie.ac.inthe, exam@nie.ac.in, library@nie.ac.in, hostel@nie.ac.in, sgrc@nie.ac.in, icc@nie.ac.in, welfare@nie.ac.in, exam@nie.ac.inlibrary, library@nie.ac.inhostels, hostel@nie.ac.inthe, ymm@nie.ac.in, southcampus@nie.ac.in, northcampus@nie.ac.in, process.sgrc@nie.ac.ininternal, confidentiality.icc@nie.ac.instudent, skills.welfare@nie.ac.incounselling, amjadhusain@nie.ac.in, principal@nie.ac.inadmissions, admission@nie.ac.inplacements, ymm@nie.ac.infacilitiescommon, technology.amjadhusain@nie.ac.infaculty, enquiries.ymm@nie.ac.infeeshostel, officeymm@nie.ac.insouth, emailprincipal@nie.ac.in","+91-8722266622, +91-8214004919, +91-8660149922, +91-8212480475, +91-6366914771, +91-6366914772",,,100,"https://nie.ac.in/placements/, https://nie.ac.in/contact/, https://nie.ac.in/about/, https://nie.ac.in/, https://nie.ac.in/hostels/, https://nie.ac.in/library/, https://nie.ac.in/student-services/, https://nie.ac.in/innovations/",0,2026-08-03T08:33:32+00:00,Verified,New
"The Oxford College of Engineering, Bangalore",Karnataka,Engineering,VTU,http://www.theoxford.edu,,scienceprincipal@theoxford.edu,,"pharmacyprincipal@theoxford.edu, info@theoxford.edu, lawprincipal@theoxford.edu, engprincipal@theoxford.edu, principal.tomch@theoxford.edu, dean.tomch@theoxford.edu, icseprincipal@theoxford.edu, enghodbt@theoxford.edu, directormbatoce@theoxford.edu",,scienceprincipal@theoxford.edu,+91-9964313495,0,,0,,Needs Follow-up,New
"The Oxford College of Science - [TOCS], Bangalore",Karnataka,BCA,Bangalore University,https://college360.in/contact.php,,info@college360.in,,,,info@college360.in,+91-9108884155,0,,0,,Needs Follow-up,New
Thiagarajar College,Tamil Nadu,BCA,Various TN Universities,http://www.tcarts.in,,principaltcarts@gmail.com,,,,principaltcarts@gmail.com,+91-4522311875,0,,0,,Needs Follow-up,New
"Thiagarajar College of Engineering, Madurai",Tamil Nadu,Engineering,,https://thiagarajargroup.com/,,,,,,office@tmill.com,+91-4522482595,70,https://thiagarajargroup.com/,0,2026-08-02T11:17:50+00:00,Failed,New
Tirumala Engineering College,Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",http://www.tecnrt.org,,tecnrt@gmail.com,,"tecnrt.alumni@gmail.com, sectec@tecnrt.org, principal@tecnrt.org, tec-ao@tecnrt.org, tec-ce@tecnrt.org, hod-sh@tecnrt.org, hod-ece@tecnrt.org, hod-aiml@tecnrt.org, hod-cse@tecnrt.org, hod-it@tecnrt.org, hod-mech@tecnrt.org, hod-eee@tecnrt.org, hod-civil@tecnrt.org, library@tecnrt.org, placements@tecnrt.org, iqac@tecnrt.org, nsstec@tecnrt.org, pdtec@tecnrt.org, iictec@tecnrt.org, rnd@tecnrt.org, sdc@tecnrt.org, career_guidancetec@tecnrt.org, womenenpowertec@tecnrt.org, edctec@tecnrt.org, aluminitec@tecnrt.org, receptiontec@tecnrt.org, culturaltec@tecnrt.org, antiraggingtec@tecnrt.org, tec-office@tecnrt.org, tecnrt.alumni@gmail.com, sectec@tecnrt.org, principal@tecnrt.org, tec-ao@tecnrt.org, tec-ce@tecnrt.org, hod-sh@tecnrt.org, hod-ece@tecnrt.org, hod-aiml@tecnrt.org, hod-cse@tecnrt.org, hod-it@tecnrt.org, hod-mech@tecnrt.org, hod-eee@tecnrt.org, hod-civil@tecnrt.org, library@tecnrt.org, placements@tecnrt.org, iqac@tecnrt.org, nsstec@tecnrt.org, pdtec@tecnrt.org, iictec@tecnrt.org, rnd@tecnrt.org, sdc@tecnrt.org, career_guidancetec@tecnrt.org, womenenpowertec@tecnrt.org, edctec@tecnrt.org, aluminitec@tecnrt.org, receptiontec@tecnrt.org, culturaltec@tecnrt.org, antiraggingtec@tecnrt.org, tec-office@tecnrt.org","+91-9248752999, +91-9133300228, +91-9849803585, +91-9885510039, +91-9248752111, +91-9966552479, +91-9390543208, +91-9121214725, +91-9705518818, +91-8985298550, +91-9642612013, +91-9248413456, +91-9989706744, +91-9248737444, +91-9666576488, +91-9290329777, +91-9182933543, +91-9490468680, +91-9440256996, +91-9985578967, +91-6300438435, +91-9989343980, +91-7731004567, +91-8008322338, +91-9248443456, +91-9052966526, +91-9949311310, +91-9441947476, +91-8074663124, +91-9441752543, +91-9177979721, +91-9848132531, +91-8647219585",tecnrt@gmail.com,+91-8647218164,0,,0,,Needs Follow-up,New
"Tontadarya College of Engineering, Gadag",Karnataka,Engineering,VTU,http://tce.ac.in,,principaltcegadag@gmail.com,,,,232446principaltcegadag@gmail.comfollow,,0,,0,,Needs Follow-up,New
Tumkur University,Karnataka,BCA,University of Mysore,http://tumkuruniversity.ac.in,,registrarevaluationtut@gmail.com,,"tutdocveri@gmail.com, rajesh_shenoy@tumkuruniversity.ac.in",,registrarevaluationtut@gmail.com,+91-8162271924,0,,0,,Needs Follow-up,New
Ultra College of Engineering and Technology,Tamil Nadu,Engineering,Anna University,https://ucetw.ac.in/placement/,,admin@ucetw.ac.in,,,"+91-9443799966, +91-4522422057",admin@ucetw.ac.in,+91-9443799922,0,,0,,Needs Follow-up,New
"United International Business School - [UIBS], Bangalore",Karnataka,BCA,Bangalore University,https://www.uibsblr.com/,,admissions@uibsblr.com,,,+91-8050080021,admissions@uibsblr.com,+91-9148982093,0,,0,,Needs Follow-up,New
Unity Degree College,Andhra Pradesh,BCA,Andhra University,http://www.unitydegreecollege.com,,info@unitydegreecollege.com,,"careers@unitydegreecollege.com, careers@unitydegreecollege.com",+91-7799443639,info@unitydegreecollege.com,+91-7799777175,0,,0,,Needs Follow-up,New
Unity Degree College Visakhapatnam,Andhra Pradesh,BCA,,https://unity.com/,,,,"dpa@unity3d.com.technical, dpa@unity3d.com, affiliates@unity3d.com.email",,dpa@unity3d.com.technical,+91-4140951598,70,"https://unity.com/, https://unity.com/legal/privacy-policy, https://unity.com/blog, https://unity.com/glossary, https://unity.com/legal/cookie-policy, https://unity.com/partners/affiliates, https://unity.com/solutions/app-monetization, https://unity.com/es",0,2026-08-02T15:35:22+00:00,Needs Follow-up,New
"University BDT College of Engineering, Davangere",Karnataka,Engineering,,https://www.udel.edu/,,,,"ocm@udel.edu, mediarelations@udel.edu",,ocm@udel.edu,,65,"https://www.udel.edu/about/, https://www.udel.edu/, https://www.udel.edu/faculty-staff/, https://www.udel.edu/udaily/, https://www.udel.edu/home/, https://www.udel.edu/apply/, https://www.udel.edu/academics/, https://www.udel.edu/athletics/",0,2026-08-03T08:38:10+00:00,Needs Follow-up,New
University College of Engineering Dindigul,Tamil Nadu,Engineering,,https://www.annauniv.edu/,,,,"caindra@annauniv.edu, actechhelpdesk@gmail.com, deansap@annauniv.edu, helpdesksap@annauniv.edu","+91-9498050101, +91-4422359580, +91-2020212022, +91-4422359295",caindra@annauniv.edu,+91-9498050101,65,"https://www.annauniv.edu/CGC/index.php, https://www.annauniv.edu/act/, https://www.annauniv.edu/CNST/nano_index.php, https://www.annauniv.edu/WomenEmpCentre/index.php, https://www.annauniv.edu/blog-single.html, https://www.annauniv.edu/POSH/index.php, https://www.annauniv.edu/caindra, https://www.annauniv.edu/sap",0,2026-08-03T10:28:35+00:00,Needs Follow-up,New
University College of Engineering Kakinada Campus,Andhra Pradesh,Engineering,JNTUK,http://www.jntucek.ac.in,,principal.ucek@jntucek.ac.in,,"viceprincipal@jntucek.ac.in, viceprincipal1@jntucek.ac.in, viceprincipal@jntucek.ac.in, viceprincipal1@jntucek.ac.in","+91-8842380823, +91-8847772000",principal.ucek@jntucek.ac.in,+91-8842300823,0,,0,,Needs Follow-up,New
University College of Engineering Narasaraopet Campus,Andhra Pradesh,Engineering,JNTUK,https://jntukucen.ac.in/training-placement-cell/,,tpo@jntukucen.ac.in,,"principal@jntukucen.ac.in, principal@jntukucen.ac.in",+91-8647227199,tpo@jntukucen.ac.in,+91-8647226198,0,,0,,Needs Follow-up,New
University College of Engineering V.R. Siddhartha Engineering College,Andhra Pradesh,BCA,JNTUK,https://www.vrsiddhartha.ac.in/placements-staff,,placements@vrsiddhartha.ac.in,,"vsireesha@vrsiddhartha.ac.in, vsireesha@vrsiddhartha.ac.in",,placements@vrsiddhartha.ac.in,+91-9440219816,0,,0,,Needs Follow-up,New
"University College of Engineering, Osmania University",Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",http://www.uceou.edu,,webmaster@uceou.edu,,"ucenplacement@gmail.com, ucenplacement@gmail.com","+91-8842300901, +91-8331997291, +91-8331997292, +91-2020182019, +91-2020172018",webmaster@uceou.edu,+91-8842300900,0,,0,,Needs Follow-up,New
"University Visvesvaraya College of Engineering, Bangalore",Karnataka,Engineering,,https://www.umc.edu/,,,,"communications@umc.edu.our, pguilfoyle@umc.edu.all","+91-6019841000, +91-8888152005, +91-6018155000, +91-6019841100, +91-6019842841",communications@umc.edu.our,+91-6019841000,65,"https://www.umc.edu/, https://www.umc.edu/compliance-report, https://www.umc.edu/studentunion, https://www.umc.edu/Calendar, https://www.umc.edu/orsp, https://www.umc.edu/UMMCpricing, https://www.umc.edu/CommunicationsMarketing",0,2026-08-03T08:41:10+00:00,Needs Follow-up,New
University of Mumbai,Andhra Pradesh,Engineering,,https://www.udel.edu/,,,,alumni-friends@udel.edu,+91-3028312104,alumni-friends@udel.edu,+91-3028312104,65,"https://www.udel.edu/about/, https://www.udel.edu/, https://www.udel.edu/apply/, https://www.udel.edu/alumni-friends/, https://www.udel.edu/faculty-staff/, https://www.udel.edu/research-innovation/, https://www.udel.edu/home/, https://www.udel.edu/academics/",0,2026-08-03T10:05:47+00:00,Needs Follow-up,New
V.S.B College of Engineering Technical Campus,Tamil Nadu,Engineering,Anna University,https://vsbcetc.edu.in/best-placement-colleges-in-coimbatore/,,admission@vsbcetc.com,,,+91-8220555783,admission@vsbcetc.com,+91-8220048212,0,,0,,Needs Follow-up,New
V.V. Vanniaperumal College for Women Virudhunagar,Tamil Nadu,BCA,Anna University,http://vvvcollege.org/placement.php,,officevvvc2014@gmail.com,,"officevvvc@vvvcollege.org, placement@vvvcollege.org, officevvvc@vvvcollege.org, placement@vvvcollege.org",,officevvvc2014@gmail.com,+91-4562243540,0,,0,,Needs Follow-up,New
"VELS Institute of Science, Technology and Advanced Studies",Tamil Nadu,BCA,,https://velsprofessionals.com/,,,,velsprofessional@gmail.com,+91-8135107253,velsprofessional@gmail.com,+91-8135107253,70,"https://velsprofessionals.com/careers, https://velsprofessionals.com/contact-us, https://velsprofessionals.com/about-us, https://velsprofessionals.com/, https://velsprofessionals.com/services, https://velsprofessionals.com/placement, https://velsprofessionals.com/placements, https://velsprofessionals.com/placement-cell",0,2026-08-02T14:18:54+00:00,Needs Follow-up,New
VFSTR,Andhra Pradesh,BCA,Various AP Universities,https://vignan.ac.in/newvignan/admissions.php,,info@vignan.ac.in,,"director_admissions@vignan.ac.in, ufs@vignan.ac.in, info@vignan.ac.in, director_admissions@vignan.ac.in, ufs@vignan.ac.in, info@vignan.ac.in","+91-9849841069, +91-8632344777, +91-7093144415, +91-8632344700",info@vignan.ac.in,+91-7981989595,0,,0,,Needs Follow-up,New
